Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
349262391,-1613,0959,-0736,0029,0014,0013,090.3950,021.3781,031.0226
349268238,-1629,0954,-0739,0032,0016,0011,090.6636,021.4259,030.6868
349274095,-1595,0970,-0698,0035,0013,0011,090.8534,021.3753,030.3027
349279969,-1619,0975,-0739,0035,0013,0013,088.9263,020.3611,031.4685
349285767,-1618,0981,-0711,0032,0009,0009,090.5344,021.5045,030.9946
349291497,-1609,0968,-0679,0032,0004,0009,089.1888,020.4772,031.2560
349297228,-1606,0974,-0720,0032,-0004,0011,088.5522,019.7969,030.9995
349303031,-1606,0957,-0711,0033,-0010,0013,089.9676,021.1625,031.2730
349308868,-1610,0981,-0725,0034,-0018,0011,089.8590,020.7605,030.7092
349314696,-1601,0991,-0733,0040,-0018,0010,089.7352,021.0722,031.4537
349320498,-1600,0995,-0769,0043,-0018,0012,089.7655,021.2959,031.7987
349326329,-1603,0990,-0712,0052,-0020,0010,090.8492,022.3376,031.8814
349332123,-1603,0993,-0729,0054,-0020,0009,088.8848,020.4754,031.6676
349337959,-1602,0988,-0713,0055,-0020,0011,089.6700,021.2396,031.7876
349343752,-1606,0986,-0745,0053,-0017,0014,089.1068,020.6729,031.6404
349349594,-1637,0979,-0742,0051,-0016,0019,090.3340,021.7102,031.5302
349355439,-1629,0989,-0711,0057,-0015,0024,090.2026,021.1952,030.7944
349361280,-1616,0973,-0711,0063,-0009,0027,088.8742,020.3545,031.3305
349367078,-1619,0967,-0741,0064,-0007,0033,089.4622,020.7004,031.0125
349372845,-1625,0972,-0744,0060,-0006,0031,090.5512,021.5614,030.8274
349378567,-1641,0951,-0736,0061,0002,0033,090.3545,021.4427,030.8961
349384335,-1632,0943,-0711,0055,0004,0034,090.6363,021.1841,029.9970
349390100,-1626,0930,-0720,0052,0002,0031,089.9143,020.5978,030.0268
349395937,-1620,0930,-0721,0045,0005,0027,090.6981,021.0990,029.7277
349401704,-1609,0921,-0734,0040,0000,0025,090.5908,021.1070,029.8815
349407293,-1577,0941,-0747,0040,0000,0019,091.2856,021.6542,029.7764
349412932,-1600,0931,-0722,0040,0000,0017,091.0995,022.1880,030.9385
349418595,-1582,0946,-0702,0043,-0002,0013,090.5334,021.2202,030.1180
349424383,-1603,0931,-0725,0043,0000,0006,089.4960,020.8079,030.9586
349429947,-1605,0948,-0741,0041,-0003,0005,090.7754,021.4125,030.0641
349435651,-1629,0947,-0747,0036,-0003,0001,090.7341,021.7156,030.6338
349441380,-1620,0939,-0722,0028,-0006,-0006,090.9620,021.6101,030.1040
349447097,-1625,0926,-0727,0024,-0002,-0005,090.2780,021.0116,030.0895
349452781,-1637,0937,-0739,0015,-0004,-0017,090.9043,021.2655,029.6107
349458554,-1632,0942,-0741,0011,0002,-0021,090.9446,021.4086,029.7991
349464333,-1629,0967,-0728,0012,0002,-0020,090.8756,021.4705,030.0098
349470084,-1639,0967,-0757,0017,0009,-0021,089.7843,020.9597,030.7734
349475918,-1639,0949,-0726,0026,0009,-0027,090.9295,021.7966,030.4912
349481732,-1639,0961,-0720,0029,0008,-0034,090.1879,020.8620,029.9954
349487537,-1660,0967,-0744,0024,0011,-0039,089.7689,020.7398,030.4200
349493365,-1655,0968,-0692,0020,0007,-0044,090.5065,021.2248,030.1739
349499144,-1654,0973,-0738,0018,0005,-0049,088.5840,019.6723,030.3176
349504927,-1676,0952,-0737,0022,0008,-0053,090.3284,021.2168,030.4611
349510706,-1652,0966,-0699,0021,0005,-0060,090.6264,020.8911,029.4755
349516464,-1668,0957,-0738,0026,0002,-0061,088.8964,019.9560,030.3949
349522252,-1646,0956,-0739,0021,0008,-0061,090.7272,021.1233,029.7467
349528036,-1624,0954,-0739,0025,0009,-0055,090.5682,021.2312,030.1752
349533777,-1643,0969,-0740,0031,0014,-0053,090.6523,021.4530,030.4404
349539614,-1632,0966,-0746,0034,0019,-0049,090.2880,021.1752,030.5183
349545467,-1614,0986,-0766,0036,0023,-0042,090.6309,021.5255,030.6149
349551314,-1628,0974,-0746,0038,0024,-0038,090.7354,022.1376,031.5253
349557121,-1605,1011,-0748,0040,0023,-0030,090.3662,021.3883,030.7927
349562923,-1612,0994,-0749,0041,0018,-0024,089.5460,021.5469,032.4014
349568766,-1584,1012,-0748,0048,0014,-0014,090.1147,021.5901,031.5413
